policy_family,policy_name,policy_parameter,parameter_value,total_scenarios,realized_positive_events,total_interventions,intervention_rate,true_positives,false_positives,extra_interventions,false_negatives,true_negatives,realized_event_recall,realized_event_precision,false_positive_rate,f1
risk_score,risk_mass,rho,5.41054305358557e-06,10000,159,549,0.0549,141,408,408,18,9433,0.8867924528301887,0.2568306010928962,0.04145920130068083,0.3983050847457627
risk_score,risk_mass,rho,9.13669282454066e-06,10000,159,548,0.0548,141,407,407,18,9434,0.8867924528301887,0.2572992700729927,0.04135758561121837,0.39886845827439893
risk_score,risk_mass,rho,1e-05,10000,159,547,0.0547,141,406,406,18,9435,0.8867924528301887,0.2577696526508227,0.04125596992175592,0.39943342776203966
risk_score,risk_mass,rho,1.0490503882465418e-05,10000,159,547,0.0547,141,406,406,18,9435,0.8867924528301887,0.2577696526508227,0.04125596992175592,0.39943342776203966
risk_score,risk_mass,rho,1.554856680741068e-05,10000,159,546,0.0546,141,405,405,18,9436,0.8867924528301887,0.25824175824175827,0.041154354232293466,0.4
risk_score,risk_mass,rho,1.5704907127656043e-05,10000,159,545,0.0545,141,404,404,18,9437,0.8867924528301887,0.25871559633027524,0.041052738542831015,0.4005681818181819
risk_score,risk_mass,rho,1.7540225712764368e-05,10000,159,544,0.0544,141,403,403,18,9438,0.8867924528301887,0.25919117647058826,0.04095112285336856,0.4011379800853485
risk_score,risk_mass,rho,2.1006753740948625e-05,10000,159,543,0.0543,141,402,402,18,9439,0.8867924528301887,0.2596685082872928,0.040849507163906104,0.4017094017094017
risk_score,risk_mass,rho,3.475667836028151e-05,10000,159,542,0.0542,141,401,401,18,9440,0.8867924528301887,0.26014760147601473,0.04074789147444365,0.40228245363766046
risk_score,risk_mass,rho,3.549941175151616e-05,10000,159,541,0.0541,141,400,400,18,9441,0.8867924528301887,0.26062846580406657,0.0406462757849812,0.4028571428571429
risk_score,risk_mass,rho,5.2161622306812205e-05,10000,159,540,0.054,141,399,399,18,9442,0.8867924528301887,0.2611111111111111,0.04054466009551875,0.40343347639484983
risk_score,risk_mass,rho,5.4031287291422814e-05,10000,159,539,0.0539,141,398,398,18,9443,0.8867924528301887,0.26159554730983303,0.0404430444060563,0.4040114613180516
risk_score,risk_mass,rho,6.36301701888442e-05,10000,159,538,0.0538,141,397,397,18,9444,0.8867924528301887,0.2620817843866171,0.040341428716593845,0.4045911047345767
risk_score,risk_mass,rho,6.586539529962465e-05,10000,159,537,0.0537,141,396,396,18,9445,0.8867924528301887,0.26256983240223464,0.04023981302713139,0.4051724137931034
risk_score,risk_mass,rho,8.450171299045905e-05,10000,159,536,0.0536,141,395,395,18,9446,0.8867924528301887,0.2630597014925373,0.040138197337668935,0.40575539568345326
risk_score,risk_mass,rho,0.0001,10000,159,535,0.0535,141,394,394,18,9447,0.8867924528301887,0.2635514018691589,0.04003658164820648,0.4063400576368876
risk_score,risk_mass,rho,0.0001018199764075689,10000,159,535,0.0535,141,394,394,18,9447,0.8867924528301887,0.2635514018691589,0.04003658164820648,0.4063400576368876
risk_score,risk_mass,rho,0.00010950614523608238,10000,159,534,0.0534,141,393,393,18,9448,0.8867924528301887,0.2640449438202247,0.03993496595874403,0.40692640692640686
risk_score,risk_mass,rho,0.0001389307581121102,10000,159,533,0.0533,141,392,392,18,9449,0.8867924528301887,0.26454033771106944,0.03983335026928158,0.407514450867052
risk_score,risk_mass,rho,0.00015687260020058602,10000,159,532,0.0532,141,391,391,18,9450,0.8867924528301887,0.2650375939849624,0.03973173457981912,0.40810419681620835
risk_score,risk_mass,rho,0.00015806639567017555,10000,159,531,0.0531,141,390,390,18,9451,0.8867924528301887,0.2655367231638418,0.03963011889035667,0.40869565217391307
risk_score,risk_mass,rho,0.00017135504458565265,10000,159,530,0.053,141,389,389,18,9452,0.8867924528301887,0.2660377358490566,0.03952850320089422,0.409288824383164
risk_score,risk_mass,rho,0.0001879216724773869,10000,159,529,0.0529,141,388,388,18,9453,0.8867924528301887,0.2665406427221172,0.039426887511431766,0.4098837209302325
risk_score,risk_mass,rho,0.0002089300054421983,10000,159,528,0.0528,141,387,387,18,9454,0.8867924528301887,0.26704545454545453,0.039325271821969314,0.4104803493449781
risk_score,risk_mass,rho,0.00022727123177901376,10000,159,527,0.0527,141,386,386,18,9455,0.8867924528301887,0.2675521821631879,0.03922365613250686,0.41107871720116623
risk_score,risk_mass,rho,0.00024549500085413456,10000,159,526,0.0526,141,385,385,18,9456,0.8867924528301887,0.26806083650190116,0.039122040443044404,0.41167883211678835
risk_score,risk_mass,rho,0.00026707854704000056,10000,159,525,0.0525,141,384,384,18,9457,0.8867924528301887,0.26857142857142857,0.03902042475358195,0.4122807017543859
risk_score,risk_mass,rho,0.0002678955952433171,10000,159,524,0.0524,141,383,383,18,9458,0.8867924528301887,0.26908396946564883,0.0389188090641195,0.41288433382137624
risk_score,risk_mass,rho,0.0002763406664598733,10000,159,523,0.0523,141,382,382,18,9459,0.8867924528301887,0.2695984703632887,0.03881719337465705,0.4134897360703812
risk_score,risk_mass,rho,0.0003646726459010097,10000,159,522,0.0522,141,381,381,18,9460,0.8867924528301887,0.27011494252873564,0.038715577685194597,0.41409691629955947
risk_score,risk_mass,rho,0.0004985786508768797,10000,159,521,0.0521,141,380,380,18,9461,0.8867924528301887,0.2706333973128599,0.03861396199573214,0.41470588235294126
risk_score,risk_mass,rho,0.0005,10000,159,520,0.052,141,379,379,18,9462,0.8867924528301887,0.27115384615384613,0.038512346306269686,0.41531664212076586
risk_score,risk_mass,rho,0.0005307636456564069,10000,159,520,0.052,141,379,379,18,9462,0.8867924528301887,0.27115384615384613,0.038512346306269686,0.41531664212076586
risk_score,risk_mass,rho,0.0006017133564455435,10000,159,519,0.0519,141,378,378,18,9463,0.8867924528301887,0.27167630057803466,0.038410730616807234,0.415929203539823
risk_score,risk_mass,rho,0.0006664953866675205,10000,159,518,0.0518,141,377,377,18,9464,0.8867924528301887,0.2722007722007722,0.03830911492734478,0.4165435745937962
risk_score,risk_mass,rho,0.0008628776995465159,10000,159,517,0.0517,141,376,376,18,9465,0.8867924528301887,0.2727272727272727,0.03820749923788233,0.41715976331360943
risk_score,risk_mass,rho,0.0009527038782835007,10000,159,516,0.0516,141,375,375,18,9466,0.8867924528301887,0.27325581395348836,0.03810588354841988,0.41777777777777775
risk_score,risk_mass,rho,0.001,10000,159,515,0.0515,141,374,374,18,9467,0.8867924528301887,0.2737864077669903,0.03800426785895742,0.4183976261127597
risk_score,risk_mass,rho,0.001092336024157703,10000,159,515,0.0515,141,374,374,18,9467,0.8867924528301887,0.2737864077669903,0.03800426785895742,0.4183976261127597
risk_score,risk_mass,rho,0.0011291482951492071,10000,159,514,0.0514,141,373,373,18,9468,0.8867924528301887,0.27431906614785995,0.03790265216949497,0.4190193164933136
risk_score,risk_mass,rho,0.0011587344342842698,10000,159,513,0.0513,141,372,372,18,9469,0.8867924528301887,0.27485380116959063,0.03780103648003252,0.41964285714285715
risk_score,risk_mass,rho,0.0011935867369174957,10000,159,512,0.0512,141,371,371,18,9470,0.8867924528301887,0.275390625,0.037699420790570065,0.4202682563338301
risk_score,risk_mass,rho,0.0012028887867927551,10000,159,511,0.0511,141,370,370,18,9471,0.8867924528301887,0.2759295499021526,0.03759780510110761,0.4208955223880597
risk_score,risk_mass,rho,0.0013223874384493683,10000,159,510,0.051,141,369,369,18,9472,0.8867924528301887,0.27647058823529413,0.037496189411645155,0.4215246636771301
risk_score,risk_mass,rho,0.001381036723159923,10000,159,509,0.0509,141,368,368,18,9473,0.8867924528301887,0.2770137524557957,0.0373945737221827,0.42215568862275454
risk_score,risk_mass,rho,0.0014182995073497295,10000,159,508,0.0508,141,367,367,18,9474,0.8867924528301887,0.27755905511811024,0.03729295803272025,0.4227886056971515
risk_score,risk_mass,rho,0.001474885968491435,10000,159,507,0.0507,141,366,366,18,9475,0.8867924528301887,0.2781065088757396,0.0371913423432578,0.42342342342342343
risk_score,risk_mass,rho,0.0015957794385030866,10000,159,506,0.0506,141,365,365,18,9476,0.8867924528301887,0.27865612648221344,0.03708972665379535,0.4240601503759399
risk_score,risk_mass,rho,0.0016202183687710203,10000,159,505,0.0505,141,364,364,18,9477,0.8867924528301887,0.27920792079207923,0.036988110964332896,0.4246987951807229
risk_score,risk_mass,rho,0.0016523146769031882,10000,159,504,0.0504,141,363,363,18,9478,0.8867924528301887,0.27976190476190477,0.03688649527487044,0.42533936651583715
risk_score,risk_mass,rho,0.001853564870543778,10000,159,503,0.0503,141,362,362,18,9479,0.8867924528301887,0.2803180914512923,0.036784879585407985,0.42598187311178254
risk_score,risk_mass,rho,0.0018651514546945691,10000,159,502,0.0502,141,361,361,18,9480,0.8867924528301887,0.28087649402390436,0.036683263895945534,0.426626323751891
risk_score,risk_mass,rho,0.0020178573540761136,10000,159,501,0.0501,141,360,360,18,9481,0.8867924528301887,0.281437125748503,0.03658164820648308,0.42727272727272725
risk_score,risk_mass,rho,0.0020985426381230354,10000,159,500,0.05,141,359,359,18,9482,0.8867924528301887,0.282,0.03648003251702063,0.42792109256449157
risk_score,risk_mass,rho,0.002104596220306121,10000,159,499,0.0499,141,358,358,18,9483,0.8867924528301887,0.28256513026052105,0.03637841682755817,0.4285714285714286
risk_score,risk_mass,rho,0.002280166372656822,10000,159,498,0.0498,141,357,357,18,9484,0.8867924528301887,0.28313253012048195,0.03627680113809572,0.4292237442922375
risk_score,risk_mass,rho,0.0023349039256572723,10000,159,497,0.0497,141,356,356,18,9485,0.8867924528301887,0.2837022132796781,0.03617518544863327,0.4298780487804879
risk_score,risk_mass,rho,0.0025,10000,159,496,0.0496,141,355,355,18,9486,0.8867924528301887,0.2842741935483871,0.036073569759170816,0.43053435114503824
risk_score,risk_mass,rho,0.0025389575264398445,10000,159,496,0.0496,141,355,355,18,9486,0.8867924528301887,0.2842741935483871,0.036073569759170816,0.43053435114503824
risk_score,risk_mass,rho,0.0025512883439660072,10000,159,495,0.0495,141,354,354,18,9487,0.8867924528301887,0.28484848484848485,0.035971954069708365,0.4311926605504587
risk_score,risk_mass,rho,0.0027525415644049644,10000,159,494,0.0494,141,353,353,18,9488,0.8867924528301887,0.2854251012145749,0.03587033838024591,0.4318529862174578
risk_score,risk_mass,rho,0.0028464198112487793,10000,159,493,0.0493,141,352,352,18,9489,0.8867924528301887,0.28600405679513186,0.035768722690783454,0.4325153374233129
risk_score,risk_mass,rho,0.0028590215370059013,10000,159,492,0.0492,141,351,351,18,9490,0.8867924528301887,0.2865853658536585,0.035667107001321,0.43317972350230405
risk_score,risk_mass,rho,0.002947361906990409,10000,159,491,0.0491,141,350,350,18,9491,0.8867924528301887,0.28716904276985744,0.03556549131185855,0.4338461538461538
risk_score,risk_mass,rho,0.0030217254534363747,10000,159,490,0.049,141,349,349,18,9492,0.8867924528301887,0.28775510204081634,0.0354638756223961,0.43451463790446837
risk_score,risk_mass,rho,0.0030942975427024066,10000,159,489,0.0489,141,348,348,18,9493,0.8867924528301887,0.2883435582822086,0.03536225993293365,0.4351851851851852
risk_score,risk_mass,rho,0.003110282268607989,10000,159,488,0.0488,141,347,347,18,9494,0.8867924528301887,0.2889344262295082,0.035260644243471195,0.4358578052550232
risk_score,risk_mass,rho,0.0033175548596773297,10000,159,487,0.0487,141,346,346,18,9495,0.8867924528301887,0.28952772073921973,0.03515902855400874,0.43653250773993807
risk_score,risk_mass,rho,0.003672007005661726,10000,159,486,0.0486,141,345,345,18,9496,0.8867924528301887,0.29012345679012347,0.035057412864546285,0.4372093023255815
risk_score,risk_mass,rho,0.003792159492149949,10000,159,485,0.0485,141,344,344,18,9497,0.8867924528301887,0.2907216494845361,0.03495579717508383,0.437888198757764
risk_score,risk_mass,rho,0.003980847541242838,10000,159,484,0.0484,141,343,343,18,9498,0.8867924528301887,0.29132231404958675,0.03485418148562138,0.4385692068429237
risk_score,risk_mass,rho,0.004346348228864372,10000,159,483,0.0483,141,342,342,18,9499,0.8867924528301887,0.2919254658385093,0.03475256579615893,0.4392523364485981
risk_score,risk_mass,rho,0.004366283770650625,10000,159,482,0.0482,141,341,341,18,9500,0.8867924528301887,0.2925311203319502,0.03465095010669647,0.4399375975039002
risk_score,risk_mass,rho,0.0047556739300489426,10000,159,481,0.0481,141,340,340,18,9501,0.8867924528301887,0.29313929313929316,0.03454933441723402,0.4406250000000001
risk_score,risk_mass,rho,0.004779774695634842,10000,159,480,0.048,141,339,339,18,9502,0.8867924528301887,0.29375,0.03444771872777157,0.44131455399061037
risk_score,risk_mass,rho,0.00480117357801646,10000,159,479,0.0479,141,338,338,18,9503,0.8867924528301887,0.29436325678496866,0.034346103038309116,0.4420062695924765
risk_score,risk_mass,rho,0.005,10000,159,478,0.0478,141,337,337,18,9504,0.8867924528301887,0.29497907949790797,0.034244487348846664,0.44270015698587134
risk_score,risk_mass,rho,0.005054468289017677,10000,159,478,0.0478,141,337,337,18,9504,0.8867924528301887,0.29497907949790797,0.034244487348846664,0.44270015698587134
risk_score,risk_mass,rho,0.0051209223456680775,10000,159,477,0.0477,141,336,336,18,9505,0.8867924528301887,0.29559748427672955,0.03414287165938421,0.4433962264150944
risk_score,risk_mass,rho,0.00518637103959918,10000,159,476,0.0476,141,335,335,18,9506,0.8867924528301887,0.296218487394958,0.03404125596992175,0.44409448818897634
risk_score,risk_mass,rho,0.005189315415918827,10000,159,475,0.0475,141,334,334,18,9507,0.8867924528301887,0.2968421052631579,0.0339396402804593,0.44479495268138797
risk_score,risk_mass,rho,0.005211093885009177,10000,159,474,0.0474,141,333,333,18,9508,0.8867924528301887,0.2974683544303797,0.03383802459099685,0.44549763033175344
risk_score,risk_mass,rho,0.005326265934854746,10000,159,473,0.0473,141,332,332,18,9509,0.8867924528301887,0.29809725158562367,0.0337364089015344,0.4462025316455696
risk_score,risk_mass,rho,0.0058333175256848335,10000,159,472,0.0472,141,331,331,18,9510,0.8867924528301887,0.298728813559322,0.033634793212071946,0.4469096671949287
risk_score,risk_mass,rho,0.005851170979440212,10000,159,471,0.0471,141,330,330,18,9511,0.8867924528301887,0.29936305732484075,0.03353317752260949,0.44761904761904764
risk_score,risk_mass,rho,0.006015419960021973,10000,159,470,0.047,141,329,329,18,9512,0.8867924528301887,0.3,0.033431561833147036,0.4483306836248012
risk_score,risk_mass,rho,0.006027004681527615,10000,159,469,0.0469,140,329,329,19,9512,0.8805031446540881,0.29850746268656714,0.033431561833147036,0.4458598726114649
risk_score,risk_mass,rho,0.006792651140131056,10000,159,468,0.0468,140,328,328,19,9513,0.8805031446540881,0.29914529914529914,0.033329946143684584,0.4465709728867624
risk_score,risk_mass,rho,0.007087706122547388,10000,159,467,0.0467,140,327,327,19,9514,0.8805031446540881,0.29978586723768735,0.03322833045422213,0.44728434504792325
risk_score,risk_mass,rho,0.007357086054980755,10000,159,466,0.0466,140,326,326,19,9515,0.8805031446540881,0.30042918454935624,0.03312671476475968,0.448
risk_score,risk_mass,rho,0.007370399311184883,10000,159,465,0.0465,140,325,325,19,9516,0.8805031446540881,0.3010752688172043,0.03302509907529723,0.44871794871794873
risk_score,risk_mass,rho,0.007507615722715855,10000,159,464,0.0464,140,324,324,19,9517,0.8805031446540881,0.3017241379310345,0.03292348338583477,0.44943820224719094
risk_score,risk_mass,rho,0.008504233788698912,10000,159,463,0.0463,140,323,323,19,9518,0.8805031446540881,0.3023758099352052,0.03282186769637232,0.45016077170418
risk_score,risk_mass,rho,0.008602635934948921,10000,159,462,0.0462,140,322,322,19,9519,0.8805031446540881,0.30303030303030304,0.03272025200690987,0.45088566827697263
risk_score,risk_mass,rho,0.008693818293977529,10000,159,461,0.0461,140,321,321,19,9520,0.8805031446540881,0.3036876355748373,0.032618636317447415,0.45161290322580644
risk_score,risk_mass,rho,0.00876833125948906,10000,159,460,0.046,140,320,320,19,9521,0.8805031446540881,0.30434782608695654,0.03251702062798496,0.45234248788368336
risk_score,risk_mass,rho,0.008863909170031548,10000,159,459,0.0459,140,319,319,19,9522,0.8805031446540881,0.30501089324618735,0.032415404938522505,0.45307443365695793
risk_score,risk_mass,rho,0.008936164900660515,10000,159,458,0.0458,140,318,318,19,9523,0.8805031446540881,0.3056768558951965,0.03231378924906005,0.4538087520259319
risk_score,risk_mass,rho,0.009189246222376823,10000,159,457,0.0457,140,317,317,19,9524,0.8805031446540881,0.3063457330415755,0.0322121735595976,0.45454545454545453
risk_score,risk_mass,rho,0.009191184304654598,10000,159,456,0.0456,140,316,316,19,9525,0.8805031446540881,0.30701754385964913,0.03211055787013515,0.4552845528455285
risk_score,risk_mass,rho,0.01,10000,159,455,0.0455,140,315,315,19,9526,0.8805031446540881,0.3076923076923077,0.0320089421806727,0.45602605863192186
risk_score,risk_mass,rho,0.010089831852383213,10000,159,455,0.0455,140,315,315,19,9526,0.8805031446540881,0.3076923076923077,0.0320089421806727,0.45602605863192186
risk_score,risk_mass,rho,0.0104319266974926,10000,159,454,0.0454,140,314,314,19,9527,0.8805031446540881,0.30837004405286345,0.031907326491210246,0.45676998368678634
risk_score,risk_mass,rho,0.010610264085698873,10000,159,453,0.0453,140,313,313,19,9528,0.8805031446540881,0.3090507726269316,0.03180571080174779,0.4575163398692811
risk_score,risk_mass,rho,0.011170322890393436,10000,159,452,0.0452,140,312,312,19,9529,0.8805031446540881,0.30973451327433627,0.031704095112285335,0.45826513911620287
risk_score,risk_mass,rho,0.011253697863139678,10000,159,451,0.0451,139,312,312,20,9529,0.8742138364779874,0.3082039911308204,0.031704095112285335,0.4557377049180329
risk_score,risk_mass,rho,0.011415414744988084,10000,159,450,0.045,139,311,311,20,9530,0.8742138364779874,0.3088888888888889,0.031602479422822884,0.45648604269293924
risk_score,risk_mass,rho,0.011640062555670738,10000,159,449,0.0449,139,310,310,20,9531,0.8742138364779874,0.30957683741648107,0.03150086373336043,0.4572368421052631
risk_score,risk_mass,rho,0.013427306897938251,10000,159,448,0.0448,139,309,309,20,9532,0.8742138364779874,0.31026785714285715,0.03139924804389798,0.45799011532125206
risk_score,risk_mass,rho,0.013551950454711914,10000,159,447,0.0447,139,308,308,20,9533,0.8742138364779874,0.31096196868008946,0.03129763235443552,0.4587458745874587
risk_score,risk_mass,rho,0.014374026039149612,10000,159,446,0.0446,139,307,307,20,9534,0.8742138364779874,0.3116591928251121,0.031196016664973073,0.459504132231405
risk_score,risk_mass,rho,0.014376007951796055,10000,159,445,0.0445,139,306,306,20,9535,0.8742138364779874,0.31235955056179776,0.031094400975510618,0.4602649006622517
risk_score,risk_mass,rho,0.014411871321499348,10000,159,444,0.0444,139,305,305,20,9536,0.8742138364779874,0.3130630630630631,0.030992785286048166,0.461028192371476
risk_score,risk_mass,rho,0.014821118675172329,10000,159,443,0.0443,139,304,304,20,9537,0.8742138364779874,0.31376975169300225,0.030891169596585714,0.4617940199335548
risk_score,risk_mass,rho,0.01510018203407526,10000,159,442,0.0442,139,303,303,20,9538,0.8742138364779874,0.31447963800904977,0.03078955390712326,0.4625623960066556
risk_score,risk_mass,rho,0.01516019320115447,10000,159,441,0.0441,139,302,302,20,9539,0.8742138364779874,0.31519274376417233,0.030687938217660807,0.4633333333333333
risk_score,risk_mass,rho,0.015802860260009766,10000,159,440,0.044,139,301,301,20,9540,0.8742138364779874,0.3159090909090909,0.030586322528198352,0.4641068447412354
risk_score,risk_mass,rho,0.016021315968828276,10000,159,439,0.0439,139,300,300,20,9541,0.8742138364779874,0.31662870159453305,0.0304847068387359,0.46488294314381273
risk_score,risk_mass,rho,0.016028769314289093,10000,159,438,0.0438,139,299,299,20,9542,0.8742138364779874,0.317351598173516,0.03038309114927345,0.4656616415410385
risk_score,risk_mass,rho,0.016218166798353195,10000,159,437,0.0437,139,298,298,20,9543,0.8742138364779874,0.3180778032036613,0.030281475459810994,0.46644295302013417
risk_score,risk_mass,rho,0.01639888435602188,10000,159,436,0.0436,139,297,297,20,9544,0.8742138364779874,0.31880733944954126,0.030179859770348542,0.4672268907563025
risk_score,risk_mass,rho,0.016461584717035294,10000,159,435,0.0435,139,296,296,20,9545,0.8742138364779874,0.3195402298850575,0.03007824408088609,0.46801346801346794
risk_score,risk_mass,rho,0.01716347225010395,10000,159,434,0.0434,139,295,295,20,9546,0.8742138364779874,0.32027649769585254,0.029976628391423635,0.4688026981450253
risk_score,risk_mass,rho,0.01735875429585576,10000,159,433,0.0433,139,294,294,20,9547,0.8742138364779874,0.3210161662817552,0.029875012701961183,0.4695945945945947
risk_score,risk_mass,rho,0.017737198621034622,10000,159,432,0.0432,139,293,293,20,9548,0.8742138364779874,0.32175925925925924,0.02977339701249873,0.4703891708967851
risk_score,risk_mass,rho,0.018151890486478806,10000,159,431,0.0431,139,292,292,20,9549,0.8742138364779874,0.3225058004640371,0.029671781323036276,0.4711864406779661
risk_score,risk_mass,rho,0.01893792115151882,10000,159,430,0.043,139,291,291,20,9550,0.8742138364779874,0.32325581395348835,0.029570165633573824,0.4719864176570459
risk_score,risk_mass,rho,0.019262734800577164,10000,159,429,0.0429,139,290,290,20,9551,0.8742138364779874,0.32400932400932403,0.02946854994411137,0.4727891156462586
risk_score,risk_mass,rho,0.019274529069662094,10000,159,428,0.0428,139,289,289,20,9552,0.8742138364779874,0.3247663551401869,0.029366934254648917,0.47359454855195915
risk_score,risk_mass,rho,0.01927492953836918,10000,159,427,0.0427,139,288,288,20,9553,0.8742138364779874,0.3255269320843091,0.029265318565186466,0.47440273037542663
risk_score,risk_mass,rho,0.019956348463892937,10000,159,426,0.0426,139,287,287,20,9554,0.8742138364779874,0.32629107981220656,0.02916370287572401,0.47521367521367525
risk_score,risk_mass,rho,0.019995154812932014,10000,159,425,0.0425,139,286,286,20,9555,0.8742138364779874,0.3270588235294118,0.02906208718626156,0.47602739726027404
risk_score,risk_mass,rho,0.02,10000,159,424,0.0424,139,285,285,20,9556,0.8742138364779874,0.3278301886792453,0.028960471496799107,0.476843910806175
risk_score,risk_mass,rho,0.020037785288877785,10000,159,424,0.0424,139,285,285,20,9556,0.8742138364779874,0.3278301886792453,0.028960471496799107,0.476843910806175
risk_score,risk_mass,rho,0.02040319750085473,10000,159,423,0.0423,139,284,284,20,9557,0.8742138364779874,0.32860520094562645,0.02885885580733665,0.47766323024054985
risk_score,risk_mass,rho,0.02051648497581482,10000,159,422,0.0422,139,283,283,20,9558,0.8742138364779874,0.3293838862559242,0.0287572401178742,0.47848537005163516
risk_score,risk_mass,rho,0.02087046320684749,10000,159,421,0.0421,139,282,282,20,9559,0.8742138364779874,0.33016627078384797,0.028655624428411748,0.47931034482758617
risk_score,risk_mass,rho,0.021499987691640854,10000,159,420,0.042,139,281,281,20,9560,0.8742138364779874,0.33095238095238094,0.028554008738949293,0.4801381692573402
risk_score,risk_mass,rho,0.02236301824450493,10000,159,419,0.0419,138,281,281,21,9560,0.8679245283018868,0.32935560859188545,0.028554008738949293,0.4775086505190312
risk_score,risk_mass,rho,0.022766131907701492,10000,159,418,0.0418,138,280,280,21,9561,0.8679245283018868,0.33014354066985646,0.02845239304948684,0.47833622183708835
risk_score,risk_mass,rho,0.022817933931946754,10000,159,417,0.0417,138,279,279,21,9562,0.8679245283018868,0.33093525179856115,0.02835077736002439,0.4791666666666667
risk_score,risk_mass,rho,0.023037442937493324,10000,159,416,0.0416,138,278,278,21,9563,0.8679245283018868,0.3317307692307692,0.028249161670561934,0.48000000000000004
risk_score,risk_mass,rho,0.023193782195448875,10000,159,415,0.0415,138,277,277,21,9564,0.8679245283018868,0.3325301204819277,0.028147545981099482,0.48083623693379784
risk_score,risk_mass,rho,0.02395761013031006,10000,159,414,0.0414,138,276,276,21,9565,0.8679245283018868,0.3333333333333333,0.028045930291637027,0.4816753926701571
risk_score,risk_mass,rho,0.02412944845855236,10000,159,413,0.0413,138,275,275,21,9566,0.8679245283018868,0.3341404358353511,0.027944314602174575,0.4825174825174825
risk_score,risk_mass,rho,0.02472536265850067,10000,159,412,0.0412,138,274,274,21,9567,0.8679245283018868,0.33495145631067963,0.027842698912712124,0.4833625218914186
risk_score,risk_mass,rho,0.02528212481411174,10000,159,411,0.0411,138,273,273,21,9568,0.8679245283018868,0.3357664233576642,0.02774108322324967,0.4842105263157895
risk_score,risk_mass,rho,0.026013407856225967,10000,159,410,0.041,138,272,272,21,9569,0.8679245283018868,0.33658536585365856,0.027639467533787217,0.4850615114235501
risk_score,risk_mass,rho,0.026534603908658028,10000,159,409,0.0409,138,271,271,21,9570,0.8679245283018868,0.3374083129584352,0.027537851844324765,0.48591549295774644
risk_score,risk_mass,rho,0.02661116234958172,10000,159,408,0.0408,138,270,270,21,9571,0.8679245283018868,0.3382352941176471,0.02743623615486231,0.4867724867724868
risk_score,risk_mass,rho,0.027381553780287504,10000,159,407,0.0407,138,269,269,21,9572,0.8679245283018868,0.33906633906633904,0.027334620465399858,0.48763250883392223
risk_score,risk_mass,rho,0.027593404054641724,10000,159,406,0.0406,138,268,268,21,9573,0.8679245283018868,0.3399014778325123,0.027233004775937406,0.48849557522123893
risk_score,risk_mass,rho,0.027658037841320038,10000,159,405,0.0405,138,267,267,21,9574,0.8679245283018868,0.34074074074074073,0.02713138908647495,0.4893617021276595
risk_score,risk_mass,rho,0.028769177733920515,10000,159,404,0.0404,138,266,266,21,9575,0.8679245283018868,0.3415841584158416,0.0270297733970125,0.4902309058614565
risk_score,risk_mass,rho,0.029486375395208597,10000,159,403,0.0403,138,265,265,21,9576,0.8679245283018868,0.3424317617866005,0.026928157707550044,0.49110320284697506
risk_score,risk_mass,rho,0.029524579644203186,10000,159,402,0.0402,138,264,264,21,9577,0.8679245283018868,0.34328358208955223,0.026826542018087592,0.49197860962566836
risk_score,risk_mass,rho,0.02970327576622367,10000,159,401,0.0401,138,263,263,21,9578,0.8679245283018868,0.34413965087281795,0.02672492632862514,0.4928571428571429
